Course ID;Course Name;Credit Hours;Description;Major
MGT 4352;Operations Resource Planning and Execution;3;The management of material flows within an enterprise will be covered by tracking the evolution of operational planning and execution systems through the enterprise resource planning (ERP) framework;Management
MGT 4353;Operations Strategy;3;This course provides knowledge about developing, implementing and evaluating operations strategy.  It stresses the relationships between the operations and other functions of the organization;Management
MGT 4360;Global Operations and Supply Chain Management;3;This course is designed to present issues critical to the globalization of operations, and addresses strategic and tactical issues pertaining to an organization's global operations and supply chain activities;Management
MGT 4365;Quality Control and Improvement;3;This course focuses on statistical process control, acceptance sampling, robust design, and other general methodologies for quality improvement;Management
MGT 4366;Service Operations Management;3;This course analyzes operational performance for the service and for service-support functions of manufacturers. Industries include information services, health care, parking, transportation, distribution, and retail;Management
MGT 4367;Revenue Analytics;3;This course examines how an organization deploys and manages model and data driven pricing techniques to maximize revenues;Management
MGT 4369;Sustainable Business Consulting Practicum;3;Learn consulting skills and apply these to a sustainability issue for a client organization.  Instructors and coaches offer expertise in corporate sustainability and management consulting;Management
MGT 4370;Managing Process Innovation;3;Course focuses on tools and techniques to improve and innovate a process. Also explored is presenting data and results for maximum impact;Management
MGT 4401;Supply Chain Modeling;3;The objective of this course is to provide students with tools and models for matching supply and demand in the most cost effective way;Management
MGT 4450;Project Management;3;Concepts, techniques, and tools from the project management body of knowledge covering initiating, planning, controlling, executing, and closing projects. Includes agile techniques and certification preparation. Credit will not be awarded for both MGT 4450 and MGT 6450;Management
MGT 4610;Law, Management, and Economics;3;Interrelationships among law, economics, and management.  Focuses on the legal and economic aspects of management decisions;Management
MGT 4611;Integrative Management Analysis;3;Integrates the functional areas of management, economics, and the external environment in which businesses operate.  The course is designed to broaden the student's perspective on management;Management
MGT 4655;Business Data Preparation and Visualization;3;Introduction to data preparation and visualization principles and tools for exploration, explanation, and critique of data for research and decision support in a business context;Management
MGT 4667;Strategic Entrepreneurship;3;Provides strategic frameworks and in-depth discussions that help students navigate the entrepreneurial process and make decisions about customers, competition, and technology while dealing with uncertainty;Management
MGT 4670;Entrepreneurship;3;Provides students with an understanding of the process of establishing a technology-based venture. Students learn how to evaluate market opportunities, conduct feasibility studies, create venture teams, and write business plans;Management
MGT 4725;Information Security Strategies and Policy;3;"Information security vulnerabilities and risks; legal, cost, privacy, and technology constraints; derivation of strategies; technical and procedural means of achieving desired ends. Credit will not be awarded for both MGT 4725 and MGT 6725 or CS 6725 or CS 4725 or PUBP 4725 or PUBP 6725";Management
MGT 4726;Privacy, Technology, Policy, and Law;3;This course takes a multi-disciplinary approach to privacy, a topic of great interest in the technology, policy, ethics, law, and business realms. Credit will not be awarded for both MGT 4726 and MGT 6726 or CS 4726 or CS 6726 or PUBP 4726 or PUBP 6726;Management
MGT 4741;Integrative Management Development-Project Preparation;3;Individual and group-based experiential learning activities to develop integrated human system management skills that prepare students for more successful capstone collaboration and learning.  Credit not allowed for both MGT 4741 and CS 4741 or ME 4741;Management
MGT 4742;Integrated Technology and Management Capstone Project;4;Project-based course where students in the Technology and Management Program will work in inter-disciplinary teams on projects provided by corporate affiliates.  Credit not allowed for both MGT 4742 and CS 4742 or ME 4742;Management
MGT 4803;Special Topics in Management;3;Permits a group of students and a professor to pursue areas of management not extensively treated in any other course;Management
MGT 4812;Special Topics in Management;2;Permits a group of students and a professor to pursue areas of management not extensively treated in other courses;Management
MGT 4813;Special Topics in Management;3;Permits a group of students and a professor to pursue areas of management not extensively treated in other courses;Management
MGT 4814;Special Topics in Management;4;Permits a group of students and a professor to pursue areas of management not extensively treated in other courses;Management
MGT 4815;Special Topics in Management;5;Permits a group of students and a professor to pursue areas of management not extensively treated in other courses;Management
MGT 4823;Special Topics;3;Permits a group of students and a professor to pursue areas of management not extensively treated in any other courses;Management
MGT 4833;Special Topics;3;Permits a group of students and a professor to pursue areas of management not extensively treated in any other course;Management
MGT 4853;Special Topics;3;Special Topics;Management
MGT 6000;Financial and Managerial Accounting I;3;A foundation course in measuring and reporting the financial performance and status of the firm through financial reports and their construction, as well as basic concepts in cost and managerial accounting, valuation of assets, and revenue recognition;Management
MGT 6010;Business Taxation;3;Comprehensive survey of federal taxation of business. A focus on tax planning and decision making will extend the study of the tax code regulations;Management
MGT 6015;Managerial Accounting II;3;The course covers cost estimation, relevant costs, transfer pricing, capital budgeting, profitability analysis, performance evaluation, and activity-based management;Management
MGT 6020;Financial Reporting and Analysis I;3;Study of the techniques and concepts surrounding the construction of financial reports, including Intermediate-level treatment of revenue recognition, inventories, contacts, interest capitalization, property and equipment, intangibles, long-term liabilities, and shareholders' equity. Significant emphasis on financial analysis;Management
MGT 6022;Financial Reporting and Analysis II;3;Advanced topics on the techniques and concepts surrounding the construction  and investigation of financial reports, including tax reporting, leases, pensions, liabilities, shareholders equity, and off-balance sheet items;Management
MGT 6028;Financial Analysis and Reporting of Technology Firms;3;An in-depth look at reporting standards for, and the financial characteristics of technology firms, with an emphasis on the financial analysis of such firms;Management
MGT 6029;Financial Statement Analysis;3;Students will learn to use financial statements and related data to forecast profitability, assess credit risk, model earnings quality, and estimating intrinsic value;Management
MGT 6030;International Accounting;3;An overview of accounting techniques and concepts surrounding the construction of financial reports related to issues arising from the increased internationalization of business. Topics include comparative financial reporting among countries and accounting treatments of international transactions;Management
MGT 6042;Auditing and Financial Control Systems;3;This course covers professional issues surrounding auditing and financial control systems with a primary focus on financial statement analysis and auditor decision-making based on this analysis. Topics include management fraud, auditing standards, sampling methods, and collection of audit evidence;Management
MGT 6043;Advanced Financial Reporting;3;"Financial reporting  techniques and concepts  for mergers and acquisitions; consolidated financial statements; international transactions; partnerships; and governmental and not-for-profit financial reporting";Management
MGT 6045;Seminar in Advanced Accounting Topics;3;An intensive treatment of a selection of contemporary accounting topics.  Topical coverage may span subject matter ranging across the fields of auditing, systems, managerial, and tax accounting;Management
MGT 6046;Applications of Data Analytics in Accounting;3;Students will learn to apply advanced analytical techniques in business settings to facilitate better decision making, with a particular focus on financial and managerial reporting;Management
MGT 6047;Ethics and Accounting;3;The course is designed to expose students to issues surrounding accountants' professional ethics.  Credit not allowed for both MGT 6047 and MGT 4047;Management
MGT 6051;Database Development and Applications;3;The role of databases in the modern enterprise. Design and development of database systems, including data modeling, warehousing, normalization, and SQL.  Applications in accounting marketing, operations, and human resource systems;Management
MGT 6053;Business Data Communications;3;Introductory data communication concepts. Data communication applications in organizations.  Overview of data communications products and services available from a technology consumer perspective;Management
MGT 6056;Electronic Commerce;3;This course examines the business and technical issues related to electronic commerce applications and transactions that involve the use of computer networks. The course offers insight into digital business model analysis and design;Management
MGT 6057;Business Process Analysis and Design;3;This course covers the analysis and redesign of business processes through technology. Special emphasis is given to enterprise information systems, such as ERP, and the application of emerging technologies to process redesign;Management
MGT 6058;Information Technology Practicum;3;Students will work with participating organizations on a strategic question based on a current technology management issue that the company is facing. The strategic question will involve the business use of technology and will utilize the skills that students typically learn in the core IT management class;Management
MGT 6059;Emerging Technologies;3;Teaches students a structured approach for analyzing emerging technologies and their business implications. To illustrate the approach, multiple emerging technologies are explored;Management
MGT 6060;Financial Management;3;An introduction to finance.  Topics include time value of money, capital budgeting, risk and return, capital structure dividend policy, and working capital management;Management
MGT 6066;Corporate Restructuring;3;This course seeks to give students an understanding of issues in corporate restructuring. Topics include valuation, mergers, acquisitions, spin-offs, financial distress, corporate governance, and high leveraged transactions.  The valuation techniques recquire students  to develop forecasting skills and evaluate transactions using analytical and statistical tools;Management
MGT 6067;Financial Aspects of Commercial Real Estate;3;The course will examine commercial real estate assets from two perspectives: the unique nature of the financing and ownership structures and their role as an asset class in investment portfolios. Students will build financial models to mathematically analyze the impact of these different structures on required returns and portfolio diversification;Management
MGT 6070;International Finance;3;Financial management in an international setting. Topics include: international financial markets such as foreign exchange spot and derivatives markets, international economics (trade, balance of payments), forecasting exchange rates with statistical models, exchange risk management using financial models, international stock and bond markets, and international portfolio management;Management
MGT 6071;Multinational Financial Management;3;This course emphasizes decision making for the multinational firm amidst exchange rate fluctuations, differing tax structures across countries, and political risk via case discussion and analysis;Management
MGT 6074;Fintech & Cryptocurrencies;3;Digital innovation is disrupting Financial Intermediation like lending, payments, asset management, and insurance. This class gives a comprehensive understanding of the FinTech industry;Management
MGT 6076;Valuing Technology Firms;3;The course involves valuing technology firms using the relative methods, discounted cash flow method and real options useful in mergers, acquisitions, and IPOs;Management
MGT 6078;Finance & Investments;3;An introduction to finance, including the fundamental concepts of financial accounting, valuation, portfolio optimization, trading and investment strategies. The course develops and uses mathematical modeling, statistical analysis and programming tools. Credit not allowed for MGT 6078 and MGT 6080;Management
MGT 6080;Investments;3;Introduction to securities markets and study of theory and practice of security analysis and portfolio management concepts as applied to equities and fixed-income securities. Portfolio management relies on probability theory, statistical analysis, and computational methods. Credit not allowed for MGT 6078 and MGT 6080;Management
MGT 6081;Derivative Securities;3;An introduction to mathematical models used to price options, futures, and swaps is provided. Concepts of arbitrage, index trading, and portfolio insurance are discussed;Management
MGT 6082;Fundamentals of Real Estate Development;3;An overview of the real estate development process from concept through design, feasibility, financing, construction, marketing, management and ultimate sale or long term financing;Management
MGT 6083;Real Estate Practicum;3;Designed for graduate students with an interest in real estate. It consists of a one semester case study for a specific company or competitive program;Management
MGT 6086;Entrepreneurial Finance and Private Equity;3;This course provides an introduction to financial theories and tools an entrepreneur needs to start, build, and harvest a successful venture. Cases and lecture will cover business evaluation and valuation, including the venture capital and the real option approach, forecasting models, quantitative and qualitative risk measurement methodologies, financing, venture capital funds, compensation structure and exit strategies. Credit not allowed for both MGT 6086 and MGT 4072;Management
MGT 6090;Management of Financial Institutions;3;Introduction to the various risks faced by financial institutions and a detailed analysis of the tools used to manage these risks. Course requires understanding of fundamentals of probabilities and statistics to conduct analysis of financial institutions;Management
MGT 6100;Leadership and Organizational Behavior;3;The focus of this course is on behavioral issues in the management of individual, team, and organizations' performance;Management
MGT 6101;Managing Human Resources;3;An examination of the tools and procedures used by organizations to attract, select, and retain employees within the context of the legal and regulatory environment;Management
MGT 6106;Teamwork in Organizations;3;The focus of the course is on understanding the use, management, and performance of teams and teamwork in organizational settings;Management
MGT 6107;Leadership and Organizational Change;3;An examination of theories and practices for designing and implementing major organizational change and the role played by leadership, power, and influence in change process;Management
MGT 6110;Negotiation and Conflict Resolution;3;This course covers the theory and process of negotiation and conflict resolution as it is practiced in different settings. Students develop understanding of other parties’ interests and perspectives, personality, and conflict management styles, and learn to build effective relationships;Management
MGT 6111;Innovation and Entrepreneurial Behavior;3;An examination of organizational policies, practices, and cultures that foster innovative and entrepreneurial behavior even in the context of large organizations;Management
MGT 6113;NonProfit Team Consulting Projects;3;Teams work on a project developed in consultation with a not for profit organization, and present results to organizations and boards;Management
MGT 6114;Leadership Development;3;Preparation for becoming leaders of organizations, to exercise leadership, and to embark on paths of personal leadership development through readings, lectures, speakers, leadership groups, personality assessment, and analysis of assessments relative to leadership and psychology of individuals and groups;Management
MGT 6116;The Role of Gender, Race and Ethnicity in Organizational Behavior;3;This course will examine how managers and employees become more effective leaders by understanding the role gender, race and ethnicity plays in the life of the organization;Management
MGT 6118;Cross-Cultural Management;3;This course develops students' global awareness to better understand and cope with the issues and challenges that managers face when working across international boundaries;Management
MGT 6119;Leading Teams;3;This course prepares students to be an effective leader and manager of teams by giving students frameworks to implement and diagnose effective team processes;Management
MGT 6123;Information Technology Management;2;A study in understanding and managing information technology, strategic uses of IT, and electronic commerce;Management
MGT 6124;Legal Environment of Business;2;This course involves an examination of laws, rules, and standards of regulation and conduct, guidelines, and systems of conflict resolution relating to business operations and administration;Management
MGT 6125;Strategic Management;2;Designed to provide a view of business organizations, with the focus on the total enterprise - the industry and competitive environment in which the organization operates;Management
MGT 6135;Macroeconomics for Managers;3;This course is designed to provide future managers with an understanding of macroeconomics as well as how macroeconomic shocks can effect business operations;Management
MGT 6164;Corporate Strategy;3;"Corporate Strategy is the way a company creates value through the configuration and coordination of its
multimarket activities";Management
MGT 6165;Venture Creation;3;Students will learn theories and models to create new business ventures and how to apply the theories to predict venture performance. Requires completing a business plan, which describes and analyzes a proposed venture, including quantitative analysis to evaluate risk and how to shift probabilities toward success for the new venture;Management
MGT 6176;Managing the Growing Firm;3;This course examines the challenges associated with the successful management of growth.  Models and theories of firm growth will be reviewed;Management
MGT 6182;Work, Equity and Wellness;3;This course suggests that sustainability is an overarching framework for understanding how to lead and model sustained equity in organizations;Management
MGT 6185;International Business Environments;3;This course explores international environmental factors impacting firms' international operations and expansion. Concepts include economic, political, legal, socio-cultural and technology forces as well as data-driven corporate decisions under conditions of risk and uncertainty;Management
MGT 6190;Current Thinking In Strategy;3;This course builds on the core strategic management course and strives to provide an in-depth and reflective coverage of current and emerging topics in strategic management, including theories such as real options, based on mathematical models applied to strategic business decisions. A key goal is to bridge the gap between rigorous strategy research based on advanced statistical techniques and managerial practice;Management
MGT 6197;Global Strategic Management;3;This course provides a forum for the analysis of managerial and organizational demands associated with effectively competing in global industries. Students will learn strategic concepts, analytical frameworks, and heuristics for taking strategic decisions in the global context, such where to compete around the globe, which products and services to offer in which locations, where to locate business operations, and how to organize and effectively coordinate global activities;Management
MGT 6198;Corporate Entrepreneurship for Global Competitiveness;3;This course examines how strategic pioneering actions and innovation are used by organizations to renew themselves, their markets, and their industries;Management
MGT 6203;Data Analytics in Business;3;"This course teaches the scientific process of transforming data into insights for
making better business decisions. The use of examples places business analytics techniques in context and teaches students how to avoid the common pitfalls, emphasizing the importance of building proper models";Management
MGT 6213;Business Analytics for Managers;3;This course covers the models, issues, and challenges of business analytics. Students develop business analytics models to business problems and understand the models’ outputs;Management
MGT 6214;Business Analytics Practicum;3;In this course, student teams work under the guidance of faculty practitioner on current real-world business challenges to apply business analytics skills & methods;Management
MGT 6300;Marketing Management I;3;This course focuses on the activities of managers who make the everyday decisions that guide the marketing of goods and services.  Students take the principles that they learn and apply them directly to solving relevant case problems;Management
MGT 6302;Consumer Behavior;3;This course exposes students to fundamental concepts and approaches from the behavioral sciences that can be used to understand, predict, and influence;Management
MGT 6303;Sales and Promotion Management;3;Students will obtain an understanding of the management of the sales function.  The importance of the marketing-sales interface will be stressed;Management
MGT 6304;Customer Relationship Management;3;Provides an understanding of analytic techniques and computer models in analyzing customer-centric data and developing customer relationship management (CRM) strategy;Management
MGT 6306;Business-to-Business Marketing;3;This course studies the marketing of products or services for resale, for use in producing other goods and service operations of an enterprise;Management
MGT 6307;Integrated Marketing Communications;3;An exploration of frameworks, processes, and tools used by organizations to develop and sustain effective marketing communications, with an emphasis on emerging communication channels;Management
MGT 6308;Strategic Brand Management;3;Enables a thorough understanding of important issues involved in the planning, implementation, and evaluation of brand strategies. Exposes students to the appropriate theories, models, and tools to make better branding decisions. Provides a forum in which students apply these principles to real-life projects and business situations;Management
MGT 6310;Marketing Research: Analytics;3;This course covers the fundamentals of the analytical aspects of marketing research. The course has an applied orientation with application to contemporary issues in marketing;Management
MGT 6311;Digital Marketing;3;An applied overview of modernized digital marketing tools and strategy, emphasizing the diverse ways that contemporary marketers use information technology through digital channels such as social media and the Internet to achieve strategic business objectives;Management
MGT 6312;Marketing Research: Tools and Design;3;Introduce and explain the marketing research process including identifying the problem, establishing objectives, designing methodologies, collecting data, and presenting results;Management
MGT 6314;Understanding Markets with Data Science;3;This course applies a data science approach using network and text analytics to model and analyze how individuals and various kinds of markets behave;Management
MGT 6315;Marketing Analysis;3;This course seeks to impart an understanding of the various applications of pricing, advertising, platform ecosystems, and social media marketing available for analyzing and interpreting marketing data and analytics;Management
MGT 6320;Building Implementable Market Response Models;3;Knowing that a company can take actions that affect its own sales market response models can be used to aid in planning and forecasting. The models are estimated by regression techniques;Management
MGT 6325;Product Planning;3;Examines the critical role that product and brand managers play in the organization, and issues inherent in managing product portfolios across a range of industries including consumer products, technology products, and consumer services. Topics include the new product development process, product portfolio strategies, brand/product positioning, and development of annual brand/product marketing plans;Management
MGT 6326;Collaborative Product Development;3;Introduction to product development and product management topics through management science techniques and statistical analysis. These include product strategy, idea generation, experiment design, market development, managing product portfolios and positioning, testing of prototype systems, and brand management;Management
MGT 6335;International Marketing;3;Students will obtain an understanding of marketing across national borders and cultures.  The differences and similarities throughout marketing functions are explored;Management
MGT 6345;Marketing Practicum;3;The course is designed to help MBA students gain hands-on experience in data analysis to solve marketing problems faced by companies. Students will meet regularly with companies on projects under faculty supervision;Management
MGT 6350;Production and Operations Management I;3;This course focuses on the issues and techniques relevant to the management of the organization within and recognizing its strategic significance;Management
MGT 6351;Operations Resource Planning and Execution;3;The management of material flows within an enterprise will be covered by tracking the evolution of operational planning and execution systems through the enterprise resource planning (ERP) framework;Management
MGT 6352;International Practicum;3;A project-based course that provides an opportunity to apply decisions under uncertainty in global environments in the context of real and practical international business problems;Management
MGT 6353;Operations Strategy;3;This course provides knowledge about developing, implementing, and evaluating operations strategy through conceptual frameworks and adaptive tools to impact operating decisions that impact profitability and adaptivity. Topics include managing technologies, capacaties, and the supply chain;Management
MGT 6357;Service Operations Management;3;This course analyzes operational performance for the service sector and service support functions of manufacturers. Includes the design, delivery, variability, and innovation of services across many industries;Management
MGT 6359;Business Strategies For Sustainability;3;Introduces business strategies such as eco-efficiency, product stewardship, green marketing and sustainable development. Cases, speakers reflect current issues such as electronics waste and global warming;Management
MGT 6360;Global Operations;3;This course is designed to present issues critical to the globalization of operations, and addresses strategic and tactical issues pertaining to an organization's global operations and supply chain activities. Includes impact of technology, efficient vs responsive supply chains, and forecasting and sales and operations planning decisions;Management
MGT 6369;Sustainable Business Practicum;3;Students work on real-world consulting projects focused on sustainability related challenge for companies, non-profits, and/or government organizations;Management
MGT 6400;Pricing Analytics and Revenue Management;3;Focus in on increasing profit by measuring price responses and controlling capacity.  Topics include forecasting, price optimization, and revenue management.  Credit not allowed for both MGT 6400 and MGT 6362;Management
MGT 6401;Supply Chain Modeling;3;Focus on the design and implementation of succesful supply chain strategies. Develop and recommend the right mix of operational levers  through quantitative analysis for supply chain efficiency and effectiveness. Topics include: supply chain design, supply chain coordination, capacity management, retailing, and supplier management. Credit not allowed for both MGT 6401 and MGT 6362;Management
MGT 6405;Lean Six Sigma;3;This class will explore the DMAIC model, lean tools and how data analysis can be leveraged to solve real world problems;Management
MGT 6450;Project Management;3;Provides exposure to the concepts, frameworks and techniques for managing projects. Coverage includes both general project management frameworks along with agile methodologies commonly used to manage IT projects. Cases, problems, activities, software tools, extra readings, and guest speakers focus specifically on IT project management practice;Management
MGT 6451;Business Intelligence and Analytics;3;Provides exposure to the concepts and methods of machine learning, frameworks and techniques for business intelligence and analytics, and real world applications;Management
MGT 6452;Machine Learning for Business;3;This course introduces machine learning techniques and their applications in solving business problems. It covers core concepts, algorithm designs, and programming implementation with business;Management
MGT 6508;Strategic Management;3;Strategic management builds on and integrates other functional core courses to understand how firms gain and sustain a competitive advantage. Credit will not be awarded for both MGT 6508 and MGT 6125 or MGT 6508 and MGT 6126;Management
MGT 6510P;Leadership Development Preparation;0;This course focuses on how to lead individuals and teams within organizations and will develop a systematic understanding of behavior within formal organizational settings;Management
MGT 6600;Analytical Tools for Decision Support;3;Exposes students to the most commonly used statistical and optimization-based analytical tools for decision support. The knowledge of these tools enables the decision maker to make informed decisions based on the data available;Management
MGT 6614;Law for Entrepreneurs;3;This course will focus on legal issues which entrepreneurs face while growing a start-up business from infancy to becoming a publicly held company. Students will not receive credit for both MGT 6614 and MGT 3614;Management
MGT 6655;Business Data Preparation and Visualization;3;This course helps business graduate students learn how to prepare and visualize data appropriately, to explore patterns and relations, and to convey these findings effectively;Management
MGT 6663;Technology Strategy;3;Provides an understanding of economic and strategic factors that guide firms' strategic decisions regarding generation, commercialization, protection, and adoption of technological innovations;Management
MGT 6664;Managing Innovation;3;This course focuses on how firms (both new and old) can create and capture value from product, process, and service innovations. To do so, this course will introduce students to analytical models and tools to guide strategic decision making related to innovations;Management
MGT 6665;Strategy Execution;3;This course, focusing on strategy execution, answers this question: After performing strategy analysis and strategy formulation, how do you succeed in achieving strategic results? Students learn and apply theoretical models to execute strategies, including the use of a computer based quantitative simulation;Management
MGT 6667;Strat Entrepreneurship;3;Provides a strategic perspective on the entrepreneurial process, competition and strategic interactions between startups and incumbents, cooperation and open innovation strategies;Management
MGT 6668;Behavioral Economics;3;Behavioral economics studies individual decisions-making using tools at the intersection of economics and psychology;Management
MGT 6725;Information Security Strategies and Policies;3;"Information security vulnerabilities and risks; legal, cost, privacy, and technology constraints; derivation of strategies; technical and procedural means of achieving desired ends. Credit will not be awarded for both MGT 6725 and MGT 4725 or CS 4725 or CS 6725 or PUBP 4725 or PUBP 6725";Management
MGT 6726;Privacy, Technology, Policy, and Law;3;"This course takes a multi-disciplinary approach to privacy, a topic of great interest in the technology, policy, ethics, law, and business realms.  Information collection, transmission, and utilization in analog and digital formats raise specific issues about information classification and organization; information storage and processing; and information transmission, transfer, and signaling. In addition, privacy tech policy affects the way one builds a network and related systems planning and design; human interfacing and use analysis; database development; and related aspects of hardware, software, economics, social factors, and capacity. Credit will not be awareded for both MGT 6726 and CS 4726 or CS 6726 or MGT 4726";Management
MGT 6727;Privacy for Professionals;3;This course takes a multi-disciplinary approach to the study of privacy––a current topic of international interest for those in technology, policy, law, and/or business;Management
MGT 6748;Applied Analytics Practicum;6;Practical analytics project experience applying ideas from the classroom to a significant project of interest to a business, government agency, or other organization;Management
MGT 6753;Principles of Management;3;The course will provide an introduction to selected topics needed to be successful in the technology industries. Crosslisted with ME 6753;Management
MGT 6769;Fixed Income Securities;3;Description, institutional features, and mathematical modeling of fixed-income securities. Including risk analyses and hedging properties.  Use of both statistical and stochastic models. Crosslisted with ISYE 6769 and MATH 6769.;Management
MGT 6772;Managing Resources of the Technological Firm;3;This course explores the competitive advantage manufacturing and service firms derive from effective management of their technology, innovation, workforce, materials, and information resources as driven by uncertainty, global competition, and dynamic markets. Crosslisted with ISYE 6772;Management
MGT 6780;Knowledge Management;3;The purpose of this course is to enable students to think conceptually about the modern organization as a knowledge- based, information-processing organization. Crosslisted with PUBP 6780;Management
MGT 6785;The Practice of Quantitative and Computational Finance;3;Case studies, visiting lecturers from financial institutions, student group projects of an advanced nature, and student reports, all centered around quantitative and computational finance. Crosslisted with ISYE and MATH 6785;Management
MGT 6789;Technology Ventures;3;Team discussion and case studies in biomedical engineering technology transfer, including licensing, financial capital, safety and efficacy studies, clinical trials and strategic planning. Crosslisted with BMED, ECE, CHE, and ME 6789;Management
MGT 6793;Advanced Topics in Quantitative and Computational Finance;3;Advanced foundational material and analysis techniques in quantitative and computational finance;Management
MGT 6799;Legal Issues in Technology Transfer;3;Biomedical science involves applying mathematical and scientific principles to the design, development, and operational evaluation of biomedical and health systems. Such discovery requires can lead to products such as integrated biomedical systems, instrumentation, medical information systems, artificial organs and prostheses, and health management and care delivery systems. But to take that discovery to patients and the market requires contecting that knowledge to legal questions about patentability, licensing, and ethics.  This course studies and analyzes U.S. law as it applies to scientific discovery and the patenting and licensing processes. Crosslisted with BMED, CHE, ECE, and ME 6799;Management
MGT 6801;TI:GER Innovation Analysis;3;This TI:GER course focuses on the analysis of technology innovation;Management
MGT 6802;TI:GER Innovation and Business Model Design;3;This TI:GER course focuses on the design of business models for technology innovation;Management
MGT 6803;TI:GER Innovation Execution;3;This TI:GER course focuses on the execution of launching and scaling technology innovation;Management
MGT 6813;Economic Analysis for Managers;3;Economic reasoning and principles useful in understanding and solving managerial and public policy questions. Practice in analyzing major domestic and international economic events is included;Management
MGT 6830;Fundamentals of Innovation I;3;First of a two-course sequence on various approaches needed to understand the innovation process, including patterns of technological change and intellectual property protection;Management
MGT 6831;Fundamentals of Innovation II;3;Second of two-course sequence on various approaches needed to understand the innovation process, including competitive market analysis and valuing new technology;Management
MGT 6832;Fundamentals of Technology Commerercialization;3;Follow-up to year-long course on Fundamentals of Innovation, emphasizing business planning and understanding the business, technology, and legal aspects of Venture Lab technologies;Management
MGT 6901;Consulting;3;Students work in teams for client firms in a consulting capacity. The client firms are preselected, but the problem definition is derived from client-team negotiations;Management
MGT 7060;Theory of Finance;3;This Ph.D. course is an introduction to theoretical financial economics. This course focuses on individuals' consumption and investment decisions under uncertainty and their implications on the valuation of securities;Management
MGT 7061;Empirical Finance;3;This Ph.D. course is a survey of selected current empirical research topics in finance and related econometric issues;Management
MGT 7062;Corporate Restructuring;3;This PhD course is an analysis of empirical research in corporate finance with a focus on issues related to corporate restructuring;Management
MGT 7063;International Finance;3;This Ph.D. course is an introduction to the foundations of of modern international finance.  Topics include: international portfolio diversification, design of country funds, tests of asset pricing, and international corporate finance;Management
MGT 7064;Microeconomics Theory for Management;3;This course focuses on behavior of individual economic agents and how they interact to form markets. Topics include organizations, efficiency, and equilibria with incomplete information;Management
MGT 7101;Human Resources Management;3;A Ph.D. course that covers an analysis of advanced practice, research, and theory in human resource management. Topics will vary by instructor and student interest;Management
MGT 7102;Organization Behavior Research Methods;3;This Ph.D. course is an overview and analysis of research methodologies used in conducting scientific research of organizational behavior;Management
MGT 7105;Individual Behavior in Organizations;3;This Ph.D. course is designed to investigate organizational behavior research topics at the individual level of analysis;Management
MGT 7106;Group Dynamics;3;This Ph.D. course provides a fundamental understanding of group processes in organizations by analyzing and critiquing classic and contemporary theories and research on groups;Management
MGT 7107;Organizational Theory;3;This Ph.D. course provides a review of contemporary organizational theories, and empirical studies of them to provide a framework to understand organizational structures, environments, and goals;Management
MGT 7305;Marketing Management and Strategy;3;This Ph.D.  course provides a survey of research and theory in the marketing management and strategy literature;Management
MGT 7306;Buyer Behavior;3;Doctoral course in consumer behavior. Provides an introduction to the major theories in consumer behavior and discusses current research and methodology on theory development;Management
MGT 7308;Theory Construction in the Social Sciences;3;"Provides an understanding of key elements of a theory, and how influential theories are developed; a small part surveys topics in philosophy of science.  Credit not allowed for both MGT 7308 and MGT 7307";Management
MGT 7320;Marketing Science;3;This doctoral course addresses the literature on the state-of-the-art research on quantitative approaches to marketing problems;Management
MGT 7350;Operations Strategy I;3;This Ph.D.  seminar will discuss research papers dealing with strategic issues in operations management;Management
MGT 7352;Operations Planning and Control I;3;This doctoral  seminar will discuss research papers dealing with tactical and operational (planning and control) issues in operations management;Management
MGT 7353;Operations Planning and Control II;3;This doctoral seminar is a continuation of MGT 7352 and will discuss advanced papers dealing with tactical and operational (planning and control) issues in operations management;Management
MGT 7354;Research Methods in Operations Management;3;This doctoral seminar will discuss papers dealing with research methods in operations management;Management
MGT 7400;PhD Strategic Management Research I;3;Ph.D.-level research seminar in strategic management;Management
MGT 7501;Managerial Econometric Modeling;3;The linear regression model in managerial research: topics include ordinary and generalized least squares, panel data, instrumental variables, discrete choice and censored data;Management
MGT 7601;Financial Accounting & Reporting Research Seminar;3;This doctoral course will develop an understanding of advanced research in financial accounting and reporting and help students critically think about and evaluate that research;Management
MGT 7602;Management Accounting Research Seminar;3;This doctoral course will help students develop an in-depth understanding of contemporary research topics in management accounting and control;Management
MGT 7603;PhD Seminar in Auditing Research;3;This course will expose doctoral students to specific streams of the auditing literature across both experimental and archival methods;Management
MGT 7604;Seminar in Modern Capital Markets Research;3;Doctoral research seminar focused on contemporary topics in capital markets research, including recent topics in disclosure, valuation, asset pricing, and forecasting;Management
MGT 7611;PhD Seminar in Entrepreneurship;3;The seminar aims to provide an in-depth analysis of recent theoretical and empirical advances in entrepreneurship research. It covers relevant analytical approaches that inform the creation and growth of entrepreneurial ventures and their strategic interactions with incumbents, preparing doctoral students to contribute to the field with rigorously developed, impactful research;Management
MGT 8803;Special Topics in Management;3;Topics of current interest;Management
MGT 8812;Special Topics;2;Topics of current interest;Management
MGT 8813;Special Topics;3;Topics of current interest;Management
MGT 8823;Special Topics;3;Topics of current interest;Management
MGT 8833;Special Topics;3;Topics of current interest;Management
MGT 8853;Research Topics in Marketing;3;Coverage of special research topics of current interest in marketing;Management
